arm,ci_high,ci_low,mean_reduction,n
topk,-0.13880065304421008,-0.6194760250797737,-0.3545136790301401,26
randomk,0.21314759102384945,-0.14045747173720258,0.03654255690039211,26
topk_minus_randomk,-0.10893321845618653,-0.6806408919737594,-0.3910562359305322,26
