bootstrap_id,clt_scale,jaccard_vs_base_l12_k20,kind,name,random_effect_ci_high_l12_k20,random_effect_ci_low_l12_k20,random_effect_mean_l12_k20,split_seed,subset_variant,summary_path,top20_l12,topk_effect_ci_high_l12_k20,topk_effect_ci_low_l12_k20,topk_effect_mean_l12_k20,topk_minus_random_mean_l12_k20
,,0.3333333333333333,subset,topk_subset_clean_l12_k20,-0.002585264059043265,-0.018048852293029882,-0.009496759491093456,,clean,results/disamb_followups_20260227T123857Z/runs/topk_subset_clean_l12_k20.summary.json,13407 56 8605 7314 15188 924 15428 9681 4436 13492 6183 1704 1986 11243 4374 14059 11848 1745 14956 14200,0.155466079149427,-0.03408584429459426,0.06559668353452823,0.07509344302562168
,,0.5384615384615384,subset,topk_subset_distractor_l12_k20,-4.074500856139045e-06,-0.00657646212728905,-0.0022651342386476514,,distractor,results/disamb_followups_20260227T123857Z/runs/topk_subset_distractor_l12_k20.summary.json,13407 499 15560 10708 4814 6183 12329 7314 14956 13140 6594 5058 5764 8605 14300 8873 5912 4374 501 11663,0.22332067267066097,-0.005028070495446695,0.10578182269923213,0.10804695693787977
,,0.5384615384615384,subset,topk_subset_paraphrase_clean_l12_k20,0.0,0.0,0.0,,paraphrase_clean,results/disamb_followups_20260227T123857Z/runs/topk_subset_paraphrase_clean_l12_k20.summary.json,13407 56 13492 8605 11297 15561 14956 10708 5764 12329 4814 15560 12937 15777 924 11243 14715 5058 7314 1704,0.13053998134339267,-0.12654751056294267,-0.015636645637914066,-0.015636645637914066
,,0.3333333333333333,subset,topk_subset_paraphrase_distractor_l12_k20,0.04182190110403683,-0.00618941531182455,0.014604108011400616,,paraphrase_distractor,results/disamb_followups_20260227T123857Z/runs/topk_subset_paraphrase_distractor_l12_k20.summary.json,13407 5258 499 56 8931 10708 6183 1704 12329 15188 10788 4424 4814 15914 8424 924 13140 5718 1023 16134,0.15839013824620998,0.006246025238139254,0.08139819444338256,0.06679408643198194
