clt_scale,jaccard_vs_base_l12_k20,random_effect_mean,topk_effect_mean,topk_minus_random_mean
0.5,0.6666666666666666,0.0,0.09356942950053172,0.09356942950053172
1.0,1.0,0.002389600503739734,0.10255471515235744,0.1001651146486177
2.0,0.7391304347826086,-0.0035664445668405634,0.09371125110794368,0.09727769567478424
